pageid,title
36242785,Nguyễn Xuân Phúc
38118583,Vương Đình Huệ
45115511,Phạm Bình Minh
49227503,Vũ Đức Đam
50631914,Đặng Thị Ngọc Thịnh
54878346,Tô Lâm
58539067,Phan Văn Giang
64583772,Nguyễn Thanh Long
65825771,Nguyễn Thị Hồng (economist)
67295086,Phạm Minh Chính
70977734,Lê Minh Khái
